2018-01-09 09:58:04.9664 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-09 09:58:05.0093 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-09 10:00:53.8973 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-09 10:00:53.9343 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-09 10:00:55.4412 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-09 10:00:57.3379 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-09 10:00:57.3519 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:294 user_id:450402061 chat_id:450402061 username: name: Villain Mogor date: 1515447165 message:'/start' 

2018-01-09 10:00:57.8371 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /start 

2018-01-09 10:00:57.8371 | DeeBeeTeeDB.DBAPI.Command_start | DEBUG | Поиск пользователя '' 

2018-01-09 10:00:57.8492 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = '' 

2018-01-09 10:01:25.2701 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-09 10:01:25.3063 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-09 10:01:25.7542 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-09 10:01:26.1346 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-09 10:01:26.1476 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:294 user_id:450402061 chat_id:450402061 username: name: Villain Mogor date: 1515447165 message:'/start' 

2018-01-09 10:01:26.5649 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /start 

2018-01-09 10:01:26.5649 | DeeBeeTeeDB.DBAPI.Command_start | DEBUG | Поиск пользователя '' 

2018-01-09 10:01:26.5829 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = '' 

2018-01-09 10:01:54.2802 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-09 10:01:54.3165 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-09 10:01:54.7788 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-09 10:01:55.1569 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-09 10:01:55.1689 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:294 user_id:450402061 chat_id:450402061 username: name: Villain Mogor date: 1515447165 message:'/start' 

2018-01-09 10:01:55.6154 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /start 

2018-01-09 10:01:55.6245 | DeeBeeTeeDB.DBAPI.Command_start | DEBUG | Поиск пользователя '' 

2018-01-09 10:01:55.6245 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = '' 

2018-01-09 10:09:41.6254 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-09 10:09:41.6653 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-09 10:09:42.2852 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-09 11:02:20.5968 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

