2018-01-31 09:42:22.8007 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-31 09:42:22.8444 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-31 09:42:23.4124 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-31 09:43:13.2815 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-31 09:44:00.9063 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-31 09:44:00.9433 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-31 09:44:01.3867 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-31 09:44:01.7264 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-31 09:44:01.7344 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:711 user_id:2730927 chat_id:2730927 username:Infom name: Ruslan Kasimov date: 1517380993 message:'/t @infom 128 @amarshalkin' 

2018-01-31 09:44:02.1655 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /t 

2018-01-31 09:44:02.1796 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '@infom 128 @amarshalkin' 

2018-01-31 09:44:02.1866 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь from 'infom' 

2018-01-31 09:44:02.1866 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Сумма '128' 

2018-01-31 09:44:02.1866 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь to 'amarshalkin' 

2018-01-31 09:44:02.1996 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'infom' 

2018-01-31 09:44:02.1996 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-31 09:44:02.2856 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'amarshalkin' 

2018-01-31 09:44:02.2936 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'amarshalkin' 

2018-01-31 09:44:02.3760 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Выполнение в SQL транзакции from:infom amount:128 to:amarshalkin 

2018-01-31 09:44:02.3850 | DeeBeeTeeDB.DBAPI.NewTransaction | TRACE | NewTransactionSQLParam: INSERT INTO [dbo].[transactions] ([from_user] ,[amount] ,[to_user] ,[operation_date] ,[oid]) VALUES ('infom' ,128 ,'amarshalkin' ,getdate() ,0) SELECT top 1 tid FROM [dbo].[transactions] order by [operation_date] DESC 

2018-01-31 09:44:02.5072 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'amarshalkin' 

2018-01-31 09:44:02.5906 | DeeBeeTeeAlphaBot.Program.RegisterTransaction | INFO | Отправка сообщения пользователю о новой транзакции в личный чат 

2018-01-31 09:44:02.8086 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'infom' 

2018-01-31 09:44:02.8086 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'infom' 

2018-01-31 09:44:02.8989 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'infom'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'infom'), 0) as Bal  

2018-01-31 09:44:02.9821 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @infom составляет -1152,00 

2018-01-31 09:44:02.9821 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'amarshalkin' 

2018-01-31 09:44:02.9991 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'amarshalkin' 

2018-01-31 09:44:03.0849 | DeeBeeTeeDB.DBAPI.GetUserBalance | TRACE | GetUserBalanceSQL: SELECT ISNULL((select SUM(amount) from dbo.[transactions] WHERE [from_user] = 'amarshalkin'),0) - ISNULL((select SUM(amount) from dbo.[transactions] WHERE [to_user] = 'amarshalkin'), 0) as Bal  

2018-01-31 09:44:03.1688 | DeeBeeTeeDB.DBAPI.Command_balance | INFO | Возврат результата команды balance с сообщением Баланс пользователя @amarshalkin составляет 0,00 

2018-01-31 09:44:03.1688 | DeeBeeTeeDB.DBAPI.Command_transaction | INFO | Возврат результата команды transaction с сообщением Транзакция 113 успешно добавлена
Баланс пользователя @infom составляет -1152,00
Баланс пользователя @amarshalkin составляет 0,00 

2018-01-31 09:44:03.3551 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-31 09:44:03.3551 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 2730927 ,'private' ,'', 'Infom' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 2730927) 

2018-01-31 09:44:03.4461 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-31 09:44:03.4522 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 2730927 , 2730927, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 2730927 AND [user_id] = 2730927) 

2018-01-31 09:45:11.3655 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 60 

2018-01-31 09:46:15.8797 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 120 

2018-01-31 09:47:22.5134 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 180 

2018-01-31 09:48:28.0441 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 240 

2018-01-31 09:49:35.7948 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 300 

2018-01-31 09:50:40.8606 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 360 

2018-01-31 09:51:49.5287 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 420 

2018-01-31 09:52:55.9609 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 480 

2018-01-31 09:54:01.8773 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 540 

2018-01-31 09:55:06.8093 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 600 

2018-01-31 09:56:11.2865 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 660 

2018-01-31 09:57:15.8209 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 720 

2018-01-31 09:58:20.1539 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 780 

2018-01-31 09:59:27.4749 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 840 

2018-01-31 10:00:36.6253 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 900 

2018-01-31 10:01:44.2796 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 960 

2018-01-31 10:02:53.8930 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 1020 

2018-01-31 10:04:04.4453 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 1080 

2018-01-31 10:04:50.8296 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-31 10:04:50.8386 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:715 user_id:58530031 chat_id:58530031 username:amarshalkin name: Artem Marshalkin date: 1517382290 message:'/b' 

2018-01-31 10:04:51.4438 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /b 

2018-01-31 10:04:51.4528 | DeeBeeTeeDB.DBAPI.Command_balance | DEBUG | Поиск пользователя 'amarshalkin' 

2018-01-31 10:04:51.4528 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'amarshalkin' 

