2018-01-29 10:04:48.5711 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-29 10:04:48.6101 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-29 10:04:49.1844 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-29 10:05:57.8726 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 60 

2018-01-29 10:06:32.1680 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-29 10:06:32.1820 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:657 user_id:147141378 chat_id:147141378 username:Superkinder name: Михаил Сенокосов date: 1517209591 message:'/start' 

2018-01-29 10:06:32.6131 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /start 

2018-01-29 10:06:32.6231 | DeeBeeTeeDB.DBAPI.Command_start | DEBUG | Поиск пользователя 'Superkinder' 

2018-01-29 10:06:32.6231 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Superkinder' 

2018-01-29 10:06:32.7158 | DeeBeeTeeDB.DBAPI.Command_start | DEBUG | Добавление пользователя 'Superkinder' с лимитом 1000 

2018-01-29 10:06:32.7158 | DeeBeeTeeDB.DBAPI.NewUser | TRACE | NewUserSQLParams: INSERT INTO [dbo].[users] ([user] ,[assign_date],[limit], [user_id]) VALUES ('Superkinder', getdate(), 1000, 147141378) SELECT top 1 uid FROM [dbo].[users] order by assign_date DESC 

2018-01-29 10:06:32.8430 | DeeBeeTeeDB.DBAPI.Command_start | INFO | Возврат результата команды start с сообщением Поздравляю вы подключились к системе DeeBeeTee. Ваш номер 10. Удачного использования 

2018-01-29 10:06:33.0790 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat update 

2018-01-29 10:06:33.0790 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUpdateSQL: INSERT INTO [dbo].[chats] ([chat_id],[type],[title],[username]) SELECT 147141378 ,'private' ,'', 'Superkinder' WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chats] WHERE [chat_id] = 147141378) 

2018-01-29 10:06:33.1768 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | Chat users update 

2018-01-29 10:06:33.1768 | DeeBeeTeeDB.DBAPI.UpdateChat | TRACE | ChatUsersUpdateSQL: INSERT INTO [dbo].[chatusers] ([chat_id],[user_id],[date_reg]) SELECT 147141378 , 147141378, getdate() WHERE NOT EXISTS (SELECT NULL FROM [dbo].[chatusers] WHERE [chat_id] = 147141378 AND [user_id] = 147141378) 

2018-01-29 10:07:11.1218 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 120 

2018-01-29 10:08:07.3845 | Telegram.Request.TelegramRequest.GetUpdates | DEBUG | New message event 

2018-01-29 10:08:07.3845 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | DEBUG | New message: message_id:660 user_id:2730927 chat_id:-156558308 username:Infom name: Ruslan Kasimov date: 1517209686 message:'/t @Infom 1030 @infom @superkinder' 

2018-01-29 10:08:07.4025 | DeeBeeTeeAlphaBot.Program.Tr_MessageText | INFO | Получение команды /t 

2018-01-29 10:08:07.4165 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Начала парсинга транзакции в строке '@Infom 1030 @infom @superkinder' 

2018-01-29 10:08:07.4165 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь from 'Infom' 

2018-01-29 10:08:07.4285 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Сумма '1030' 

2018-01-29 10:08:07.4285 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Обнаружена мультитранзакция, поиск пользователей в подстроке '@infom @superkinder  

2018-01-29 10:08:07.4285 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | add user  'infom' 

2018-01-29 10:08:07.4435 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | add user  'superkinder' 

2018-01-29 10:08:07.4435 | DeeBeeTeeDB.DBAPI.Command_transaction | TRACE | Количество пользователей to в мультитранзакции 2, сам пользователь False 

2018-01-29 10:08:07.4435 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'Infom' 

2018-01-29 10:08:07.4435 | DeeBeeTeeDB.DBAPI.SearchUser | TRACE | UserSearchSQL: SELECT uid, [user], assign_date, limit, user_id from dbo.[users] where [user] = 'Infom' 

2018-01-29 10:08:07.5356 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Пользователь номер '0' to 'infom' 

2018-01-29 10:08:07.5406 | DeeBeeTeeDB.DBAPI.Command_transaction | DEBUG | Поиск пользователя 'infom' 

