2018-01-19 09:10:34.8599 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск бота 

2018-01-19 09:10:34.9291 | DeeBeeTeeAlphaBot.Program.Main | INFO | Подключение к БД 

2018-01-19 09:10:35.4953 | DeeBeeTeeAlphaBot.Program.Main | INFO | Запуск пуллинга telegram API 

2018-01-19 09:11:40.1120 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 60 

2018-01-19 09:12:44.7416 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 120 

2018-01-19 09:13:49.5735 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 180 

2018-01-19 09:14:59.0859 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 240 

2018-01-19 09:16:08.6272 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 300 

2018-01-19 09:17:14.7719 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 360 

2018-01-19 09:18:21.9230 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 420 

2018-01-19 09:19:27.7798 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 480 

2018-01-19 09:20:38.6182 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 540 

2018-01-19 09:21:45.6815 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 600 

2018-01-19 09:22:51.4578 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 660 

2018-01-19 09:23:57.4152 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 720 

2018-01-19 09:25:13.7930 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 780 

2018-01-19 09:26:19.8977 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 840 

2018-01-19 09:27:27.3288 | Telegram.Request.TelegramRequest.GetUpdates | TRACE | HTTP request number 900 

